time,x_est,y_est,z_est,vx_est,vy_est,vz_est,clock_bias,clock_drift
2024-05-16 14:30:00,-11131537767887.45,32708592960917.836,36922850753782.766,-27982668.19155793,82223473.76852846,92817354.28691468,386251341246.6759,970968.6784287571
2024-05-16 15:00:00,-11181906570632.254,32856595213701.188,37089921991499.21,-27982668.19155793,82223473.76852846,92817354.28691468,387999084867.84766,970968.6784287571
2024-05-16 15:30:00,-11232275373377.059,33004597466484.54,37256993229215.66,-27982668.19155793,82223473.76852846,92817354.28691468,389746828489.0194,970968.6784287571
2024-05-16 16:00:00,-11282644176121.863,33152599719267.89,37424064466932.1,-27982668.19155793,82223473.76852846,92817354.28691468,391494572110.19116,970968.6784287571
2024-05-16 16:30:00,-11333012978866.668,33300601972051.242,37591135704648.55,-27982668.19155793,82223473.76852846,92817354.28691468,393242315731.3629,970968.6784287571
2024-05-16 17:00:00,-11383381781611.473,33448604224834.594,37758206942364.99,-27982668.19155793,82223473.76852846,92817354.28691468,394990059352.53467,970968.6784287571
2024-05-16 17:30:00,-11433750584356.277,33596606477617.945,37925278180081.44,-27982668.19155793,82223473.76852846,92817354.28691468,396737802973.7064,970968.6784287571
2024-05-16 18:00:00,-11484119387101.082,33744608730401.297,38092349417797.88,-27982668.19155793,82223473.76852846,92817354.28691468,398485546594.8782,970968.6784287571
2024-05-16 18:30:00,-11534488189845.887,33892610983184.65,38259420655514.33,-27982668.19155793,82223473.76852846,92817354.28691468,400233290216.0499,970968.6784287571
2024-05-16 19:00:00,-11584856992590.691,34040613235968.0,38426491893230.77,-27982668.19155793,82223473.76852846,92817354.28691468,401981033837.2217,970968.6784287571
2024-05-16 19:30:00,-11635225795335.496,34188615488751.35,38593563130947.22,-27982668.19155793,82223473.76852846,92817354.28691468,403728777458.39343,970968.6784287571
2024-05-16 20:00:00,-11685594598080.3,34336617741534.703,38760634368663.664,-27982668.19155793,82223473.76852846,92817354.28691468,405476521079.5652,970968.6784287571
2024-05-16 20:30:00,-11735963400825.105,34484619994318.055,38927705606380.11,-27982668.19155793,82223473.76852846,92817354.28691468,407224264700.73694,970968.6784287571
2024-05-16 21:00:00,-11786332203569.91,34632622247101.406,39094776844096.555,-27982668.19155793,82223473.76852846,92817354.28691468,408972008321.9087,970968.6784287571
2024-05-16 21:30:00,-11836701006314.715,34780624499884.758,39261848081813.0,-27982668.19155793,82223473.76852846,92817354.28691468,410719751943.08044,970968.6784287571
2024-05-16 22:00:00,-11887069809059.52,34928626752668.11,39428919319529.445,-27982668.19155793,82223473.76852846,92817354.28691468,412467495564.2522,970968.6784287571
2024-05-16 22:30:00,-11937438611804.324,35076629005451.46,39595990557245.89,-27982668.19155793,82223473.76852846,92817354.28691468,414215239185.42395,970968.6784287571
2024-05-16 23:00:00,-11987807414549.129,35224631258234.81,39763061794962.336,-27982668.19155793,82223473.76852846,92817354.28691468,415962982806.5957,970968.6784287571
2024-05-16 23:30:00,-12038176217293.934,35372633511018.164,39930133032678.78,-27982668.19155793,82223473.76852846,92817354.28691468,417710726427.76746,970968.6784287571
2024-05-17 00:00:00,-12088545020038.738,35520635763801.516,40097204270395.23,-27982668.19155793,82223473.76852846,92817354.28691468,419458470048.9392,970968.6784287571
2024-05-17 00:30:00,-12138913822783.543,35668638016584.87,40264275508111.67,-27982668.19155793,82223473.76852846,92817354.28691468,421206213670.11096,970968.6784287571
2024-05-17 01:00:00,-12189282625528.348,35816640269368.22,40431346745828.12,-27982668.19155793,82223473.76852846,92817354.28691468,422953957291.2827,970968.6784287571
2024-05-17 01:30:00,-12239651428273.152,35964642522151.57,40598417983544.56,-27982668.19155793,82223473.76852846,92817354.28691468,424701700912.45447,970968.6784287571
2024-05-17 02:00:00,-12290020231017.957,36112644774934.92,40765489221261.01,-27982668.19155793,82223473.76852846,92817354.28691468,426449444533.6262,970968.6784287571
2024-05-17 02:30:00,-12340389033762.762,36260647027718.27,40932560458977.45,-27982668.19155793,82223473.76852846,92817354.28691468,428197188154.798,970968.6784287571
2024-05-17 03:00:00,-12390757836507.566,36408649280501.625,41099631696693.9,-27982668.19155793,82223473.76852846,92817354.28691468,429944931775.9697,970968.6784287571
2024-05-17 03:30:00,-12441126639252.371,36556651533284.98,41266702934410.34,-27982668.19155793,82223473.76852846,92817354.28691468,431692675397.1415,970968.6784287571
2024-05-17 04:00:00,-12491495441997.176,36704653786068.33,41433774172126.79,-27982668.19155793,82223473.76852846,92817354.28691468,433440419018.31323,970968.6784287571
2024-05-17 04:30:00,-12541864244741.98,36852656038851.68,41600845409843.234,-27982668.19155793,82223473.76852846,92817354.28691468,435188162639.485,970968.6784287571
2024-05-17 05:00:00,-12592233047486.785,37000658291635.03,41767916647559.68,-27982668.19155793,82223473.76852846,92817354.28691468,436935906260.65674,970968.6784287571
2024-05-17 05:30:00,-12642601850231.59,37148660544418.38,41934987885276.125,-27982668.19155793,82223473.76852846,92817354.28691468,438683649881.8285,970968.6784287571
2024-05-17 06:00:00,-12692970652976.395,37296662797201.734,42102059122992.57,-27982668.19155793,82223473.76852846,92817354.28691468,440431393503.00024,970968.6784287571
2024-05-17 06:30:00,-12743339455721.2,37444665049985.086,42269130360709.016,-27982668.19155793,82223473.76852846,92817354.28691468,442179137124.172,970968.6784287571
2024-05-17 07:00:00,-12793708258466.004,37592667302768.44,42436201598425.46,-27982668.19155793,82223473.76852846,92817354.28691468,443926880745.34375,970968.6784287571
2024-05-17 07:30:00,-12844077061210.809,37740669555551.79,42603272836141.91,-27982668.19155793,82223473.76852846,92817354.28691468,445674624366.5155,970968.6784287571
2024-05-17 08:00:00,-12894445863955.613,37888671808335.14,42770344073858.35,-27982668.19155793,82223473.76852846,92817354.28691468,447422367987.68726,970968.6784287571
2024-05-17 08:30:00,-12944814666700.418,38036674061118.49,42937415311574.8,-27982668.19155793,82223473.76852846,92817354.28691468,449170111608.859,970968.6784287571
2024-05-17 09:00:00,-12995183469445.223,38184676313901.84,43104486549291.24,-27982668.19155793,82223473.76852846,92817354.28691468,450917855230.03076,970968.6784287571
2024-05-17 09:30:00,-13045552272190.027,38332678566685.195,43271557787007.69,-27982668.19155793,82223473.76852846,92817354.28691468,452665598851.2025,970968.6784287571
2024-05-17 10:00:00,-13095921074934.832,38480680819468.55,43438629024724.13,-27982668.19155793,82223473.76852846,92817354.28691468,454413342472.37427,970968.6784287571
2024-05-17 10:30:00,-13146289877679.637,38628683072251.9,43605700262440.58,-27982668.19155793,82223473.76852846,92817354.28691468,456161086093.546,970968.6784287571
2024-05-17 11:00:00,-13196658680424.441,38776685325035.25,43772771500157.02,-27982668.19155793,82223473.76852846,92817354.28691468,457908829714.7178,970968.6784287571
2024-05-17 11:30:00,-13247027483169.246,38924687577818.6,43939842737873.47,-27982668.19155793,82223473.76852846,92817354.28691468,459656573335.8895,970968.6784287571
2024-05-17 12:00:00,-13297396285914.05,39072689830601.95,44106913975589.914,-27982668.19155793,82223473.76852846,92817354.28691468,461404316957.0613,970968.6784287571
2024-05-17 12:30:00,-13347765088658.855,39220692083385.305,44273985213306.36,-27982668.19155793,82223473.76852846,92817354.28691468,463152060578.23303,970968.6784287571
2024-05-17 13:00:00,-13398133891403.66,39368694336168.66,44441056451022.805,-27982668.19155793,82223473.76852846,92817354.28691468,464899804199.4048,970968.6784287571
2024-05-17 13:30:00,-13448502694148.465,39516696588952.01,44608127688739.25,-27982668.19155793,82223473.76852846,92817354.28691468,466647547820.57654,970968.6784287571
2024-05-17 14:00:00,-13498871496893.27,39664698841735.36,44775198926455.695,-27982668.19155793,82223473.76852846,92817354.28691468,468395291441.7483,970968.6784287571
2024-05-17 14:30:00,-13549240299638.074,39812701094518.71,44942270164172.14,-27982668.19155793,82223473.76852846,92817354.28691468,470143035062.92004,970968.6784287571
2024-05-17 15:00:00,-13599609102382.879,39960703347302.06,45109341401888.586,-27982668.19155793,82223473.76852846,92817354.28691468,471890778684.0918,970968.6784287571
2024-05-17 15:30:00,-13649977905127.684,40108705600085.414,45276412639605.03,-27982668.19155793,82223473.76852846,92817354.28691468,473638522305.26355,970968.6784287571
2024-05-17 16:00:00,-13700346707872.488,40256707852868.766,45443483877321.48,-27982668.19155793,82223473.76852846,92817354.28691468,475386265926.4353,970968.6784287571
2024-05-17 16:30:00,-13750715510617.293,40404710105652.12,45610555115037.92,-27982668.19155793,82223473.76852846,92817354.28691468,477134009547.60706,970968.6784287571
2024-05-17 17:00:00,-13801084313362.098,40552712358435.47,45777626352754.37,-27982668.19155793,82223473.76852846,92817354.28691468,478881753168.7788,970968.6784287571
2024-05-17 17:30:00,-13851453116106.902,40700714611218.82,45944697590470.81,-27982668.19155793,82223473.76852846,92817354.28691468,480629496789.95056,970968.6784287571
2024-05-17 18:00:00,-13901821918851.707,40848716864002.17,46111768828187.26,-27982668.19155793,82223473.76852846,92817354.28691468,482377240411.1223,970968.6784287571
2024-05-17 18:30:00,-13952190721596.512,40996719116785.52,46278840065903.7,-27982668.19155793,82223473.76852846,92817354.28691468,484124984032.29407,970968.6784287571
2024-05-17 19:00:00,-14002559524341.316,41144721369568.875,46445911303620.15,-27982668.19155793,82223473.76852846,92817354.28691468,485872727653.4658,970968.6784287571
2024-05-17 19:30:00,-14052928327086.121,41292723622352.23,46612982541336.59,-27982668.19155793,82223473.76852846,92817354.28691468,487620471274.6376,970968.6784287571
2024-05-17 20:00:00,-14103297129830.926,41440725875135.58,46780053779053.04,-27982668.19155793,82223473.76852846,92817354.28691468,489368214895.8093,970968.6784287571
2024-05-17 20:30:00,-14153665932575.73,41588728127918.93,46947125016769.484,-27982668.19155793,82223473.76852846,92817354.28691468,491115958516.9811,970968.6784287571
2024-05-17 21:00:00,-14204034735320.535,41736730380702.28,47114196254485.93,-27982668.19155793,82223473.76852846,92817354.28691468,492863702138.15283,970968.6784287571
2024-05-17 21:30:00,-14254403538065.34,41884732633485.63,47281267492202.375,-27982668.19155793,82223473.76852846,92817354.28691468,494611445759.3246,970968.6784287571
2024-05-17 22:00:00,-14304772340810.145,42032734886268.984,47448338729918.82,-27982668.19155793,82223473.76852846,92817354.28691468,496359189380.49634,970968.6784287571
2024-05-17 22:30:00,-14355141143554.95,42180737139052.336,47615409967635.266,-27982668.19155793,82223473.76852846,92817354.28691468,498106933001.6681,970968.6784287571
2024-05-17 23:00:00,-14405509946299.754,42328739391835.69,47782481205351.71,-27982668.19155793,82223473.76852846,92817354.28691468,499854676622.83984,970968.6784287571
2024-05-17 23:30:00,-14455878749044.559,42476741644619.04,47949552443068.16,-27982668.19155793,82223473.76852846,92817354.28691468,501602420244.0116,970968.6784287571
2024-05-18 00:00:00,-14506247551789.363,42624743897402.39,48116623680784.6,-27982668.19155793,82223473.76852846,92817354.28691468,503350163865.18335,970968.6784287571
2024-05-18 00:30:00,-14556616354534.168,42772746150185.74,48283694918501.05,-27982668.19155793,82223473.76852846,92817354.28691468,505097907486.3551,970968.6784287571
2024-05-18 01:00:00,-14606985157278.973,42920748402969.09,48450766156217.49,-27982668.19155793,82223473.76852846,92817354.28691468,506845651107.52686,970968.6784287571
2024-05-18 01:30:00,-14657353960023.777,43068750655752.445,48617837393933.94,-27982668.19155793,82223473.76852846,92817354.28691468,508593394728.6986,970968.6784287571
2024-05-18 02:00:00,-14707722762768.582,43216752908535.8,48784908631650.38,-27982668.19155793,82223473.76852846,92817354.28691468,510341138349.87036,970968.6784287571
2024-05-18 02:30:00,-14758091565513.387,43364755161319.15,48951979869366.83,-27982668.19155793,82223473.76852846,92817354.28691468,512088881971.0421,970968.6784287571
2024-05-18 03:00:00,-14808460368258.191,43512757414102.5,49119051107083.27,-27982668.19155793,82223473.76852846,92817354.28691468,513836625592.21387,970968.6784287571
2024-05-18 03:30:00,-14858829171002.996,43660759666885.85,49286122344799.72,-27982668.19155793,82223473.76852846,92817354.28691468,515584369213.3856,970968.6784287571
2024-05-18 04:00:00,-14909197973747.8,43808761919669.2,49453193582516.164,-27982668.19155793,82223473.76852846,92817354.28691468,517332112834.5574,970968.6784287571
2024-05-18 04:30:00,-14959566776492.605,43956764172452.555,49620264820232.61,-27982668.19155793,82223473.76852846,92817354.28691468,519079856455.7291,970968.6784287571
2024-05-18 05:00:00,-15009935579237.41,44104766425235.91,49787336057949.055,-27982668.19155793,82223473.76852846,92817354.28691468,520827600076.9009,970968.6784287571
2024-05-18 05:30:00,-15060304381982.215,44252768678019.26,49954407295665.5,-27982668.19155793,82223473.76852846,92817354.28691468,522575343698.07263,970968.6784287571
2024-05-18 06:00:00,-15110673184727.02,44400770930802.61,50121478533381.945,-27982668.19155793,82223473.76852846,92817354.28691468,524323087319.2444,970968.6784287571
2024-05-18 06:30:00,-15161041987471.824,44548773183585.96,50288549771098.39,-27982668.19155793,82223473.76852846,92817354.28691468,526070830940.41614,970968.6784287571
2024-05-18 07:00:00,-15211410790216.629,44696775436369.31,50455621008814.836,-27982668.19155793,82223473.76852846,92817354.28691468,527818574561.5879,970968.6784287571
2024-05-18 07:30:00,-15261779592961.434,44844777689152.664,50622692246531.28,-27982668.19155793,82223473.76852846,92817354.28691468,529566318182.75964,970968.6784287571
2024-05-18 08:00:00,-15312148395706.238,44992779941936.016,50789763484247.73,-27982668.19155793,82223473.76852846,92817354.28691468,531314061803.9314,970968.6784287571
2024-05-18 08:30:00,-15362517198451.043,45140782194719.37,50956834721964.17,-27982668.19155793,82223473.76852846,92817354.28691468,533061805425.10315,970968.6784287571
2024-05-18 09:00:00,-15412886001195.848,45288784447502.72,51123905959680.62,-27982668.19155793,82223473.76852846,92817354.28691468,534809549046.2749,970968.6784287571
2024-05-18 09:30:00,-15463254803940.652,45436786700286.07,51290977197397.06,-27982668.19155793,82223473.76852846,92817354.28691468,536557292667.44666,970968.6784287571
2024-05-18 10:00:00,-15513623606685.457,45584788953069.42,51458048435113.51,-27982668.19155793,82223473.76852846,92817354.28691468,538305036288.6184,970968.6784287571
2024-05-18 10:30:00,-15563992409430.262,45732791205852.77,51625119672829.95,-27982668.19155793,82223473.76852846,92817354.28691468,540052779909.79016,970968.6784287571
2024-05-18 11:00:00,-15614361212175.066,45880793458636.125,51792190910546.4,-27982668.19155793,82223473.76852846,92817354.28691468,541800523530.9619,970968.6784287571
2024-05-18 11:30:00,-15664730014919.871,46028795711419.48,51959262148262.84,-27982668.19155793,82223473.76852846,92817354.28691468,543548267152.13367,970968.6784287571
2024-05-18 12:00:00,-15715098817664.676,46176797964202.83,52126333385979.29,-27982668.19155793,82223473.76852846,92817354.28691468,545296010773.3054,970968.6784287571
2024-05-18 12:30:00,-15765467620409.48,46324800216986.18,52293404623695.734,-27982668.19155793,82223473.76852846,92817354.28691468,547043754394.4772,970968.6784287571
2024-05-18 13:00:00,-15815836423154.285,46472802469769.53,52460475861412.18,-27982668.19155793,82223473.76852846,92817354.28691468,548791498015.6489,970968.6784287571
2024-05-18 13:30:00,-15866205225899.09,46620804722552.88,52627547099128.625,-27982668.19155793,82223473.76852846,92817354.28691468,550539241636.8207,970968.6784287571
2024-05-18 14:00:00,-15916574028643.895,46768806975336.234,52794618336845.07,-27982668.19155793,82223473.76852846,92817354.28691468,552286985257.9924,970968.6784287571
2024-05-18 14:30:00,-15966942831388.7,46916809228119.586,52961689574561.516,-27982668.19155793,82223473.76852846,92817354.28691468,554034728879.1642,970968.6784287571
2024-05-18 15:00:00,-16017311634133.504,47064811480902.94,53128760812277.96,-27982668.19155793,82223473.76852846,92817354.28691468,555782472500.3359,970968.6784287571
2024-05-18 15:30:00,-16067680436878.309,47212813733686.29,53295832049994.41,-27982668.19155793,82223473.76852846,92817354.28691468,557530216121.5077,970968.6784287571
2024-05-18 16:00:00,-16118049239623.113,47360815986469.64,53462903287710.85,-27982668.19155793,82223473.76852846,92817354.28691468,559277959742.6794,970968.6784287571
2024-05-18 16:30:00,-16168418042367.918,47508818239252.99,53629974525427.3,-27982668.19155793,82223473.76852846,92817354.28691468,561025703363.8512,970968.6784287571
2024-05-18 17:00:00,-16218786845112.723,47656820492036.34,53797045763143.74,-27982668.19155793,82223473.76852846,92817354.28691468,562773446985.023,970968.6784287571
2024-05-18 17:30:00,-16269155647857.527,47804822744819.695,53964117000860.19,-27982668.19155793,82223473.76852846,92817354.28691468,564521190606.1947,970968.6784287571
2024-05-18 18:00:00,-16319524450602.332,47952824997603.05,54131188238576.63,-27982668.19155793,82223473.76852846,92817354.28691468,566268934227.3665,970968.6784287571
2024-05-18 18:30:00,-16369893253347.137,48100827250386.4,54298259476293.08,-27982668.19155793,82223473.76852846,92817354.28691468,568016677848.5382,970968.6784287571
2024-05-18 19:00:00,-16420262056091.941,48248829503169.75,54465330714009.52,-27982668.19155793,82223473.76852846,92817354.28691468,569764421469.71,970968.6784287571
2024-05-18 19:30:00,-16470630858836.746,48396831755953.1,54632401951725.97,-27982668.19155793,82223473.76852846,92817354.28691468,571512165090.8817,970968.6784287571
2024-05-18 20:00:00,-16520999661581.55,48544834008736.45,54799473189442.414,-27982668.19155793,82223473.76852846,92817354.28691468,573259908712.0535,970968.6784287571
2024-05-18 20:30:00,-16571368464326.355,48692836261519.805,54966544427158.86,-27982668.19155793,82223473.76852846,92817354.28691468,575007652333.2252,970968.6784287571
2024-05-18 21:00:00,-16621737267071.16,48840838514303.16,55133615664875.305,-27982668.19155793,82223473.76852846,92817354.28691468,576755395954.397,970968.6784287571
2024-05-18 21:30:00,-16672106069815.965,48988840767086.51,55300686902591.75,-27982668.19155793,82223473.76852846,92817354.28691468,578503139575.5687,970968.6784287571
2024-05-18 22:00:00,-16722474872560.77,49136843019869.86,55467758140308.195,-27982668.19155793,82223473.76852846,92817354.28691468,580250883196.7405,970968.6784287571
2024-05-18 22:30:00,-16772843675305.574,49284845272653.21,55634829378024.64,-27982668.19155793,82223473.76852846,92817354.28691468,581998626817.9122,970968.6784287571
2024-05-18 23:00:00,-16823212478050.379,49432847525436.56,55801900615741.086,-27982668.19155793,82223473.76852846,92817354.28691468,583746370439.084,970968.6784287571
2024-05-18 23:30:00,-16873581280795.184,49580849778219.914,55968971853457.53,-27982668.19155793,82223473.76852846,92817354.28691468,585494114060.2557,970968.6784287571
2024-05-19 00:00:00,-16923950083539.988,49728852031003.266,56136043091173.98,-27982668.19155793,82223473.76852846,92817354.28691468,587241857681.4275,970968.6784287571
2024-05-19 00:30:00,-16974318886284.793,49876854283786.62,56303114328890.42,-27982668.19155793,82223473.76852846,92817354.28691468,588989601302.5992,970968.6784287571
2024-05-19 01:00:00,-17024687689029.598,50024856536569.97,56470185566606.87,-27982668.19155793,82223473.76852846,92817354.28691468,590737344923.771,970968.6784287571
2024-05-19 01:30:00,-17075056491774.402,50172858789353.32,56637256804323.31,-27982668.19155793,82223473.76852846,92817354.28691468,592485088544.9427,970968.6784287571
2024-05-19 02:00:00,-17125425294519.207,50320861042136.67,56804328042039.76,-27982668.19155793,82223473.76852846,92817354.28691468,594232832166.1145,970968.6784287571
2024-05-19 02:30:00,-17175794097264.012,50468863294920.02,56971399279756.2,-27982668.19155793,82223473.76852846,92817354.28691468,595980575787.2863,970968.6784287571
2024-05-19 03:00:00,-17226162900008.816,50616865547703.375,57138470517472.65,-27982668.19155793,82223473.76852846,92817354.28691468,597728319408.458,970968.6784287571
2024-05-19 03:30:00,-17276531702753.621,50764867800486.73,57305541755189.09,-27982668.19155793,82223473.76852846,92817354.28691468,599476063029.6298,970968.6784287571
2024-05-19 04:00:00,-17326900505498.426,50912870053270.08,57472612992905.54,-27982668.19155793,82223473.76852846,92817354.28691468,601223806650.8015,970968.6784287571
2024-05-19 04:30:00,-17377269308243.23,51060872306053.43,57639684230621.984,-27982668.19155793,82223473.76852846,92817354.28691468,602971550271.9733,970968.6784287571
2024-05-19 05:00:00,-17427638110988.035,51208874558836.78,57806755468338.43,-27982668.19155793,82223473.76852846,92817354.28691468,604719293893.145,970968.6784287571
2024-05-19 05:30:00,-17478006913732.84,51356876811620.13,57973826706054.875,-27982668.19155793,82223473.76852846,92817354.28691468,606467037514.3168,970968.6784287571
2024-05-19 06:00:00,-17528375716477.645,51504879064403.484,58140897943771.32,-27982668.19155793,82223473.76852846,92817354.28691468,608214781135.4885,970968.6784287571
2024-05-19 06:30:00,-17578744519222.45,51652881317186.836,58307969181487.766,-27982668.19155793,82223473.76852846,92817354.28691468,609962524756.6603,970968.6784287571
2024-05-19 07:00:00,-17629113321967.254,51800883569970.19,58475040419204.21,-27982668.19155793,82223473.76852846,92817354.28691468,611710268377.832,970968.6784287571
2024-05-19 07:30:00,-17679482124712.06,51948885822753.54,58642111656920.66,-27982668.19155793,82223473.76852846,92817354.28691468,613458011999.0038,970968.6784287571
2024-05-19 08:00:00,-17729850927456.863,52096888075536.89,58809182894637.1,-27982668.19155793,82223473.76852846,92817354.28691468,615205755620.1755,970968.6784287571
2024-05-19 08:30:00,-17780219730201.668,52244890328320.24,58976254132353.55,-27982668.19155793,82223473.76852846,92817354.28691468,616953499241.3473,970968.6784287571
2024-05-19 09:00:00,-17830588532946.473,52392892581103.59,59143325370069.99,-27982668.19155793,82223473.76852846,92817354.28691468,618701242862.519,970968.6784287571
2024-05-19 09:30:00,-17880957335691.277,52540894833886.945,59310396607786.44,-27982668.19155793,82223473.76852846,92817354.28691468,620448986483.6908,970968.6784287571
2024-05-19 10:00:00,-17931326138436.082,52688897086670.3,59477467845502.88,-27982668.19155793,82223473.76852846,92817354.28691468,622196730104.8625,970968.6784287571
2024-05-19 10:30:00,-17981694941180.887,52836899339453.65,59644539083219.33,-27982668.19155793,82223473.76852846,92817354.28691468,623944473726.0343,970968.6784287571
2024-05-19 11:00:00,-18032063743925.69,52984901592237.0,59811610320935.77,-27982668.19155793,82223473.76852846,92817354.28691468,625692217347.206,970968.6784287571
2024-05-19 11:30:00,-18082432546670.496,53132903845020.35,59978681558652.22,-27982668.19155793,82223473.76852846,92817354.28691468,627439960968.3778,970968.6784287571
2024-05-19 12:00:00,-18132801349415.3,53280906097803.7,60145752796368.664,-27982668.19155793,82223473.76852846,92817354.28691468,629187704589.5496,970968.6784287571
2024-05-19 12:30:00,-18183170152160.105,53428908350587.055,60312824034085.11,-27982668.19155793,82223473.76852846,92817354.28691468,630935448210.7213,970968.6784287571
2024-05-19 13:00:00,-18233538954904.91,53576910603370.41,60479895271801.555,-27982668.19155793,82223473.76852846,92817354.28691468,632683191831.8931,970968.6784287571
2024-05-19 13:30:00,-18283907757649.715,53724912856153.76,60646966509518.0,-27982668.19155793,82223473.76852846,92817354.28691468,634430935453.0648,970968.6784287571
2024-05-19 14:00:00,-18334276560394.52,53872915108937.11,60814037747234.445,-27982668.19155793,82223473.76852846,92817354.28691468,636178679074.2366,970968.6784287571
2024-05-19 14:30:00,-18384645363139.324,54020917361720.46,60981108984950.89,-27982668.19155793,82223473.76852846,92817354.28691468,637926422695.4083,970968.6784287571
2024-05-19 15:00:00,-18435014165884.13,54168919614503.81,61148180222667.336,-27982668.19155793,82223473.76852846,92817354.28691468,639674166316.5801,970968.6784287571
2024-05-19 15:30:00,-18485382968628.934,54316921867287.164,61315251460383.78,-27982668.19155793,82223473.76852846,92817354.28691468,641421909937.7518,970968.6784287571
2024-05-19 16:00:00,-18535751771373.74,54464924120070.516,61482322698100.23,-27982668.19155793,82223473.76852846,92817354.28691468,643169653558.9236,970968.6784287571
2024-05-19 16:30:00,-18586120574118.543,54612926372853.87,61649393935816.67,-27982668.19155793,82223473.76852846,92817354.28691468,644917397180.0953,970968.6784287571
2024-05-19 17:00:00,-18636489376863.348,54760928625637.22,61816465173533.12,-27982668.19155793,82223473.76852846,92817354.28691468,646665140801.2671,970968.6784287571
2024-05-19 17:30:00,-18686858179608.152,54908930878420.57,61983536411249.56,-27982668.19155793,82223473.76852846,92817354.28691468,648412884422.4388,970968.6784287571
2024-05-19 18:00:00,-18737226982352.957,55056933131203.92,62150607648966.01,-27982668.19155793,82223473.76852846,92817354.28691468,650160628043.6106,970968.6784287571
2024-05-19 18:30:00,-18787595785097.76,55204935383987.27,62317678886682.45,-27982668.19155793,82223473.76852846,92817354.28691468,651908371664.7823,970968.6784287571
2024-05-19 19:00:00,-18837964587842.566,55352937636770.625,62484750124398.9,-27982668.19155793,82223473.76852846,92817354.28691468,653656115285.9541,970968.6784287571
2024-05-19 19:30:00,-18888333390587.37,55500939889553.98,62651821362115.34,-27982668.19155793,82223473.76852846,92817354.28691468,655403858907.1259,970968.6784287571
2024-05-19 20:00:00,-18938702193332.176,55648942142337.33,62818892599831.79,-27982668.19155793,82223473.76852846,92817354.28691468,657151602528.2976,970968.6784287571
2024-05-19 20:30:00,-18989070996076.98,55796944395120.68,62985963837548.234,-27982668.19155793,82223473.76852846,92817354.28691468,658899346149.4694,970968.6784287571
2024-05-19 21:00:00,-19039439798821.785,55944946647904.03,63153035075264.68,-27982668.19155793,82223473.76852846,92817354.28691468,660647089770.6411,970968.6784287571
2024-05-19 21:30:00,-19089808601566.59,56092948900687.38,63320106312981.125,-27982668.19155793,82223473.76852846,92817354.28691468,662394833391.8129,970968.6784287571
2024-05-19 22:00:00,-19140177404311.395,56240951153470.734,63487177550697.57,-27982668.19155793,82223473.76852846,92817354.28691468,664142577012.9846,970968.6784287571
2024-05-19 22:30:00,-19190546207056.2,56388953406254.086,63654248788414.016,-27982668.19155793,82223473.76852846,92817354.28691468,665890320634.1564,970968.6784287571
2024-05-19 23:00:00,-19240915009801.004,56536955659037.44,63821320026130.46,-27982668.19155793,82223473.76852846,92817354.28691468,667638064255.3281,970968.6784287571
2024-05-19 23:30:00,-19291283812545.81,56684957911820.79,63988391263846.91,-27982668.19155793,82223473.76852846,92817354.28691468,669385807876.4999,970968.6784287571
2024-05-20 00:00:00,-19341652615290.613,56832960164604.14,64155462501563.35,-27982668.19155793,82223473.76852846,92817354.28691468,671133551497.6716,970968.6784287571
2024-05-20 00:30:00,-19392021418035.418,56980962417387.49,64322533739279.8,-27982668.19155793,82223473.76852846,92817354.28691468,672881295118.8434,970968.6784287571
2024-05-20 01:00:00,-19442390220780.223,57128964670170.84,64489604976996.24,-27982668.19155793,82223473.76852846,92817354.28691468,674629038740.0151,970968.6784287571
2024-05-20 01:30:00,-19492759023525.027,57276966922954.195,64656676214712.69,-27982668.19155793,82223473.76852846,92817354.28691468,676376782361.1869,970968.6784287571
2024-05-20 02:00:00,-19543127826269.832,57424969175737.55,64823747452429.13,-27982668.19155793,82223473.76852846,92817354.28691468,678124525982.3586,970968.6784287571
2024-05-20 02:30:00,-19593496629014.637,57572971428520.9,64990818690145.58,-27982668.19155793,82223473.76852846,92817354.28691468,679872269603.5304,970968.6784287571
2024-05-20 03:00:00,-19643865431759.44,57720973681304.25,65157889927862.02,-27982668.19155793,82223473.76852846,92817354.28691468,681620013224.7021,970968.6784287571
2024-05-20 03:30:00,-19694234234504.246,57868975934087.6,65324961165578.47,-27982668.19155793,82223473.76852846,92817354.28691468,683367756845.8739,970968.6784287571
2024-05-20 04:00:00,-19744603037249.05,58016978186870.95,65492032403294.914,-27982668.19155793,82223473.76852846,92817354.28691468,685115500467.0457,970968.6784287571
2024-05-20 04:30:00,-19794971839993.855,58164980439654.305,65659103641011.36,-27982668.19155793,82223473.76852846,92817354.28691468,686863244088.2174,970968.6784287571
2024-05-20 05:00:00,-19845340642738.66,58312982692437.66,65826174878727.805,-27982668.19155793,82223473.76852846,92817354.28691468,688610987709.3892,970968.6784287571
2024-05-20 05:30:00,-19895709445483.465,58460984945221.01,65993246116444.25,-27982668.19155793,82223473.76852846,92817354.28691468,690358731330.5609,970968.6784287571
2024-05-20 06:00:00,-19946078248228.27,58608987198004.36,66160317354160.695,-27982668.19155793,82223473.76852846,92817354.28691468,692106474951.7327,970968.6784287571
