time,x_est,y_est,z_est,vx_est,vy_est,vz_est
2024-05-12 22:00:00,2707.609375,-2348.341796875,-5841.7734375,-45789.15036392212,45199.16064834595,-38923.240604400635
2024-05-12 22:30:00,-4080.1689453125,5441.5400390625,-817.65625,-3901.4120569229126,7698.144367218018,74940.42346382141
2024-05-12 23:00:00,790.185546875,-1998.78515625,6490.19091796875,34878.93374252319,-62384.37720870972,-23856.112488508224
2024-05-12 23:30:00,2088.3125,-4557.95263671875,-4671.802734375,-20432.124821662903,47388.0739736557,-54802.59910964966
2024-05-13 00:00:00,-1478.95849609375,6160.4296875,-2610.390625,-5705.634117126465,27703.850038528442,69872.90538024902
2024-05-13 00:30:00,-278.29638671875,-338.765625,6822.2470703125,9112.998327732086,-74678.873462677,-3759.1509132385254
2024-05-13 01:00:00,98.7171630859375,-6079.2628173828125,-3158.884765625,-1053.8096930980682,35052.32874584198,-66700.83967208862
2024-05-13 01:30:00,945.0040893554688,5323.220703125,-4211.78515625,7635.427287101746,45280.764347076416,59685.61706638336
2024-05-13 02:00:00,115.002197265625,1573.115234375,6652.4296875,-19393.478273153305,-70870.46091461182,16614.207328796387
2024-05-13 02:30:00,-2562.664520263672,-6193.25927734375,-1413.72265625,4842.77320843935,15200.961699485779,-73718.38553237915
2024-05-13 03:00:00,2293.9638671875,3379.123046875,-5504.265625,31450.484037399292,51300.34074020386,45146.39052915573
2024-05-13 03:30:00,1804.9580078125,2754.505859375,5993.099609375,-40399.418276786804,-52608.89032268524,35769.47741508484
2024-05-13 04:00:00,-4898.97607421875,-4764.6943359375,434.78125,-4274.457730293274,-2019.3714570999146,-75315.56527900696
2024-05-13 04:30:00,2140.958984375,1232.2421875,-6393.7796630859375,56404.35027503967,41475.11066246033,27337.825322389603
2024-05-13 05:00:00,4052.0537109375,2536.7900390625,4892.748046875,-46851.34586906433,-27478.396658420563,52303.512086868286
2024-05-13 05:30:00,-6040.5302734375,-2301.97265625,2250.84765625,-23305.096084594727,-7717.871059417725,-71365.3403224945
2024-05-13 06:00:00,708.43359375,-147.2626953125,-6816.171875,72494.22697639465,18190.488549232483,7563.701366424561
2024-05-13 06:30:00,5858.697998046875,852.6465454101562,3432.36328125,-37870.17332267761,-5774.480478107929,64993.343280792236
2024-05-13 07:00:00,-5615.05859375,259.311767578125,3900.8837890625,-42720.35012054443,1905.8130903244019,-62157.145318984985
2024-05-13 07:30:00,-1231.45703125,-136.89739990234375,-6741.4365234375,73284.60236549377,-10525.299735426903,-12751.946199417114
2024-05-13 08:00:00,6396.44873046875,-1732.7374572753906,1719.2890625,-19113.532028198242,3893.2643949389458,72897.96152877808
2024-05-13 08:30:00,-3905.162109375,1954.8896484375,5263.4404296875,-52669.1589012146,23906.98058462143,-48378.50762462616
2024-05-13 09:00:00,-2687.3564453125,1273.8056640625,-6175.15234375,58606.64224052429,-34385.51902770996,-32147.731159210205
2024-05-13 09:30:00,-2.7724609375,-4261.13818359375,-120.107421875,-332.6834878921509,-1712.7301840782166,75430.0465297699
2024-05-13 10:00:00,-1730.8020248413086,2188.0859375,6238.450927734375,-47894.703093033284,48186.18997192383,-31095.196353912354
2024-05-13 10:30:00,-2874.05908203125,3478.8125,-5157.89453125,34620.233348846436,-45161.07307243347,-49229.23927497864
2024-05-13 11:00:00,3102.75390625,-5788.8505859375,-1950.8125,8847.345520973206,-19079.48314857483,72412.77751731873
2024-05-13 11:30:00,-72.90234375,1045.65234375,6755.45751953125,-26948.8963098526,69410.73950004578,-11443.998222351074
2024-05-13 12:00:00,-1547.8000183105469,5513.468505859375,-3762.751953125,11235.727606028318,-40131.301375865936,-62748.87586593628
2024-05-13 12:30:00,478.52294921875,-5787.392578125,-3638.9970703125,3067.2694697380066,-39489.232213974,64081.89715671539
2024-05-13 13:00:00,298.831787109375,-862.322265625,6775.1630859375,1360.5423692464828,74776.13902282715,9001.351890563965
2024-05-13 13:30:00,885.4473876953125,6463.327880859375,-2091.17578125,-2082.707079768181,-23276.649922132492,-71689.12742233276
2024-05-13 14:00:00,-1513.240478515625,-4368.10546875,-5060.427734375,-16461.91344809532,-52762.76452064514,51069.559116363525
2024-05-13 14:30:00,-796.81201171875,-2543.955078125,6296.328125,27523.476171016693,63962.60041427612,28789.050817489624
2024-05-13 15:00:00,3538.576904296875,5857.484375,-265.984375,-370.546021938324,-3576.941572189331,-75367.80830001831
2024-05-13 15:30:00,-2158.1064453125,-2232.626953125,-6110.793273925781,-42472.42105770111,-51650.93689918518,34353.92208456993
2024-05-13 16:00:00,-2898.71337890625,-3115.4873046875,5354.482421875,42294.86553764343,41659.64408969879,46464.63468170166
2024-05-13 16:30:00,5420.2314453125,3872.4404296875,1578.501953125,14687.389770507812,8856.979419708252,-73498.1307849884
2024-05-13 17:00:00,-1328.11328125,-369.31640625,-6714.47998046875,-64761.09158325195,-34940.21111869812,15162.394733428955
2024-05-13 17:30:00,-5095.37646484375,-2168.727294921875,4018.8203125,41288.508076667786,17234.715396285057,60727.1640586853
2024-05-13 18:00:00,5857.765625,1257.89501953125,3306.1767578125,35480.730672836304,7147.764485359192,-66213.23973274231
2024-05-13 18:30:00,467.64453125,369.275390625,-6828.431640625,-74524.02982521057,-7948.4393882751465,-5116.01697063446
2024-05-13 19:00:00,-6415.2476806640625,52.9566650390625,2387.55859375,26829.18212723732,733.270904302597,70522.62649154663
2024-05-13 19:30:00,4782.990234375,-982.6520690917969,4790.2314453125,51759.052322387695,-9364.113042578101,-54054.66899681091
2024-05-13 20:00:00,2303.6328125,-370.483154296875,-6444.611328125,-68062.54796981812,19721.502861499786,-25027.63178253174
2024-05-13 20:30:00,-6242.1953125,2756.13037109375,580.744140625,6938.806190490723,-1417.3301532268524,75125.27780342102
2024-05-13 21:00:00,2759.400390625,-2019.498046875,5921.6005859375,55050.537157058716,-34823.3036775589,-37928.88258433342
2024-05-13 21:30:00,3233.380859375,-2292.80078125,-5590.76953125,-48332.284556388855,38216.626667022705,-43138.76082420349
2024-05-13 22:00:00,-4579.6416015625,4934.537109375,-1269.021484375,-8130.24666595459,10842.983442306519,74197.8237247467
2024-05-13 22:30:00,738.91796875,-1549.3828125,6617.52734375,42309.79796218872,-59365.893827438354,-19025.002008914948
2024-05-13 23:00:00,2695.18798828125,-4578.14697265625,-4328.185546875,-23700.93976378441,41574.30961179733,-58133.74720573425
2024-05-13 23:30:00,-2049.208984375,5796.6796875,-3026.037109375,-10316.015268325806,31198.727352142334,67822.0964603424
2024-05-14 00:00:00,-345.154296875,77.947265625,6827.08984375,17222.213441848755,-73319.82988166809,1272.8162927627563
2024-05-14 00:30:00,753.4495849609375,-6230.632354736328,-2747.78515625,-4421.860915899277,30245.33027857542,-68901.62969207764
2024-05-14 01:00:00,373.26318359375,5101.771484375,-4561.2333984375,2774.174019098282,49693.53176498413,56486.83769321442
2024-05-14 01:30:00,21.749267578125,2010.625,6534.7578125,-11343.314567565918,-71312.94634246826,21478.903133392334
2024-05-14 02:00:00,-1923.5509567260742,-6502.47119140625,-965.173828125,1725.8419921770692,10919.228551864624,-74624.11733818054
2024-05-14 02:30:00,1773.0791015625,3260.48046875,-5762.34619140625,26845.655020713806,57020.11658287048,41039.844313144684
2024-05-14 03:00:00,1714.60546875,3260.6669921875,5761.740234375,-33087.679361343384,-54560.37814235687,40112.5708694458
2024-05-14 03:30:00,-4345.15478515625,-5216.5771484375,887.86328125,-7201.247527122498,-6329.286451339722,-74857.39859962463
2024-05-14 04:00:00,1686.529296875,1157.419921875,-6542.0625,52750.46385574341,48504.43462371826,22624.930177927017
2024-05-14 04:30:00,4021.3515625,3129.52001953125,4564.78125,-40651.04510974884,-30338.561799526215,55806.55405807495
2024-05-14 05:00:00,-5621.1142578125,-2844.3359375,2674.97265625,-26460.733200073242,-12409.381132125854,-69577.91772270203
2024-05-14 05:30:00,296.01953125,-229.6630859375,-6844.158203125,70391.37116622925,26105.047905921936,2587.297577857971
2024-05-14 06:00:00,5947.4366455078125,1508.7632446289062,3032.1015625,-32729.93268275261,-8888.302130818367,67397.73287773132
2024-05-14 06:30:00,-5340.509765625,-304.45458984375,4264.8623046875,-46681.73927497864,-3141.5476303100586,-59175.993748664856
2024-05-14 07:00:00,-1652.826171875,-247.8016357421875,-6647.3583984375,72995.01927757263,-2432.1721185445786,-17633.826206207275
2024-05-14 07:30:00,6641.25634765625,-1070.9363403320312,1276.296875,-14619.866840362549,965.5528719425201,74026.94009971619
2024-05-14 08:00:00,-3745.166015625,1428.7705078125,5540.6962890625,-57899.236850738525,18930.536367416382,-44427.3749628067
2024-05-14 08:30:00,-3170.0888671875,1154.02294921875,-5966.013671875,59950.71025753021,-26840.922909736633,-36584.622734069824
2024-05-14 09:00:00,5758.435546875,-3664.8095703125,-573.162109375,4075.027988433838,-4402.77170085907,75203.83123588562
2024-05-14 09:30:00,-1623.916015625,1740.099609375,6409.104248046875,-53843.4483165741,45619.08524799347,-26422.75992178917
2024-05-14 10:00:00,-1.68798828125,3402.0966796875,-4849.1796875,-202.5589485168457,-38641.17156648636,-52898.076379776
2024-05-14 10:30:00,3612.994376182556,-5313.646484375,-2383.07421875,14024.67404296901,-21639.826894760132,70525.14177894592
2024-05-14 11:00:00,26.0087890625,633.5703125,6806.671875,-34631.238750457764,66582.91850662231,-6484.026165962219
2024-05-14 11:30:00,-2196.734634399414,5542.246826171875,-3376.892578125,14094.425342231989,-34701.928517103195,-65379.96205329895
2024-05-14 12:00:00,1026.966796875,-5459.451171875,-4013.591796875,8252.651972770691,-42949.132469177246,61315.413177490234
2024-05-14 12:30:00,426.03759765625,-1270.947265625,6703.8154296875,-6734.93993139267,73724.55140686035,13931.862268447876
2024-05-14 13:00:00,209.756591796875,6643.39892578125,-1656.57421875,674.1564866304398,-18597.374825000763,-73086.76807785034
2024-05-14 13:30:00,-987.8492431640625,-4165.19140625,-5353.12353515625,-11171.771073162556,-57423.33148574829,47304.82064962387
2024-05-14 14:00:00,-650.409912109375,-3004.56640625,6107.873046875,19767.276633262634,64629.41007614136,33331.7449092865
2024-05-14 14:30:00,2907.00439453125,6197.3408203125,185.576171875,2128.0155267715454,908.4492263793945,-75426.99485588074
2024-05-14 15:00:00,-1692.392578125,-2102.78515625,-6300.72705078125,-37719.66293334961,-57746.66738700867,29868.809887230396
2024-05-14 15:30:00,-2779.13818359375,-3664.94091796875,5062.8359375,35444.90153455734,43584.66337680817,50288.25700759888
2024-05-14 16:00:00,4896.9794921875,4338.1474609375,2013.82421875,17184.17922592163,13642.128797531128,-72213.49769210815
2024-05-14 16:30:00,-917.79296875,-253.5234375,-6788.06103515625,-61247.531063079834,-42269.33802032471,10284.045325279236
2024-05-14 17:00:00,-5065.830322265625,-2805.9923095703125,3645.625,35524.14065980911,19756.889568209648,63549.57774734497
2024-05-14 17:30:00,5475.966796875,1786.0078125,3693.2001953125,38516.20874404907,12420.876440048218,-63681.91125679016
2024-05-14 18:00:00,863.0390625,510.251953125,-6780.5771484375,-72728.55122375488,-15923.500894069672,-10036.355076789856
2024-05-14 18:30:00,-6528.98828125,-630.3458251953125,1960.396484375,21908.191319704056,3269.815267801285,72135.99723434448
2024-05-14 19:00:00,4533.439453125,-460.175048828125,5100.53759765625,55905.00897026062,-3833.7422902584076,-50467.8955745697
2024-05-14 19:30:00,2740.08203125,-202.881591796875,5.294921875,-68050.15286636353,11860.340357661247,635.4347457885742
2024-05-14 20:00:00,-6478.171875,2092.0615234375,137.73348999023438,7268.3818359375,503.5082263946533,76199.95747497678
2024-05-14 20:30:00,2596.8515625,-1548.58984375,6132.614807128906,60630.26392555237,-29615.853532791138,-33553.30960661173
2024-05-14 21:00:00,3755.3017578125,-2136.58447265625,-5319.51171875,-49736.56829166412,31114.723992347717,-47101.72602844238
2024-05-14 21:30:00,-4997.04296875,4364.9228515625,-1707.689453125,-12939.778419494629,13029.19080543518,73143.43221473694
2024-05-14 22:00:00,603.990234375,-1137.1552734375,6713.9267578125,49258.674182891846,-55207.10808753967,-14189.03579711914
2024-05-14 22:30:00,3312.91064453125,-4494.85595703125,-3971.37890625,-25886.07653260231,35527.88576030731,-61160.509618759155
2024-05-14 23:00:00,-2549.4365234375,5362.314453125,-3421.80078125,-15631.724530220032,33775.2856426239,65510.81475067139
2024-05-14 23:30:00,-499.7607421875,463.994140625,6802.1181640625,25032.996050834656,-70773.78148078918,6217.314616203308
2024-05-16 00:00:00,-586.0,4453.5,-5180.0,-9646.733589172363,56679.1589050293,50642.20910644531
2024-05-16 00:30:00,-438.806640625,2800.046875,6222.59765625,4203.608851671219,-68702.0353565216,30663.22504425049
2024-05-16 01:00:00,-532.6513671875,-6826.8017578125,-81.474609375,-1440.2688525915146,1336.8165121078491,-75433.93495178223
2024-05-16 01:30:00,891.8900146484375,2802.919921875,-6191.168762207031,14834.01899933815,66120.47936439514,32545.342444181442
2024-05-16 02:00:00,1239.35986328125,4219.4287109375,5238.646484375,-18566.629106760025,-55052.710315704346,48044.43767166138
2024-05-16 02:30:00,-3084.37841796875,-5853.3544921875,1756.578125,-10016.016827106476,-16273.447624206543,-73014.0324459076
2024-05-16 03:00:00,919.0625,778.423828125,-6747.76171875,42289.30839633942,60680.67031288147,13187.325041294098
2024-05-16 03:30:00,3650.31396484375,4303.635986328125,3869.533203125,-27998.670003652573,-32774.04053401947,61904.43504524231
2024-05-16 04:00:00,-4600.443359375,-3695.0732421875,3464.703125,-29791.252477645874,-23500.758144378662,-65221.38705825806
2024-05-16 04:30:00,-404.494140625,-638.1142578125,-6812.533203125,62814.30755996704,40584.156348228455,-7112.752022743225
2024-05-16 05:00:00,5811.6185302734375,2858.965576171875,2216.03125,-21917.89579474926,-11937.665026664734,71213.71753883362
2024-05-16 05:30:00,-4592.080078125,-1230.0185546875,4917.6728515625,-51773.186977386475,-15390.858316421509,-52636.68093204498
2024-05-16 06:00:00,-2391.626953125,-733.19482421875,-6381.19921875,68973.39928817749,12938.629703998566,-26898.368850708008
2024-05-16 06:30:00,6828.076171875,340.482666015625,399.783203125,-4845.136423110962,-1768.5350859165192,75282.16492652893
2024-05-16 07:00:00,-3215.3515625,552.216552734375,6009.042724609375,-65809.31989479065,6367.755341053009,-36194.40191948414
2024-05-16 07:30:00,-4060.705078125,628.3876953125,-5484.96875,59241.45824146271,-12092.952296733856,-44748.32435417175
2024-05-16 08:00:00,6273.943359375,-2340.73046875,-1445.630859375,13970.450756072998,-6680.861703634262,73816.31220817566
2024-05-16 08:30:00,-1201.8046875,972.349609375,6659.04052734375,-64940.02484703064,34154.18529129028,-17108.272179603577
2024-05-16 09:00:00,-4554.30029296875,2944.197265625,-4188.6171875,38642.19270706177,-25561.69680929184,-59365.26672363281
2024-05-16 09:30:00,4374.33984375,-4204.7919921875,-3184.6103515625,24553.54030418396,-24386.954613685608,66941.74610519409
2024-05-16 10:00:00,456.884765625,-50.5234375,6820.51953125,-48373.612142562866,57653.886125564575,3226.754665374756
2024-05-16 10:30:00,-3507.328369140625,5286.466369628906,-2585.46484375,16621.880648374557,-23507.409682407975,-69672.65816307068
2024-05-16 11:00:00,1907.6240234375,-4618.6171875,-4690.7197265625,20514.48982810974,-46908.60985946655,55184.52297210693
2024-05-16 11:30:00,933.162109375,-1965.8671875,6481.37890625,-21835.447006702423,68230.37515258789,23327.09284210205
2024-05-16 12:00:00,-1204.91552734375,6695.27685546875,-792.44921875,3054.137454509735,-8651.857271194458,-74885.44341278076
2024-05-16 12:30:00,-125.94140625,-3562.326171875,-5854.574462890625,1767.9651021957397,-64014.203466415405,39418.28307700157
2024-05-16 13:00:00,-80.85525512695312,-3828.689453125,5666.029296875,4859.714346587658,62582.02269458771,41729.10662651062
2024-05-16 13:30:00,1534.2502136230469,6587.6474609375,1059.17578125,3992.017438173294,10741.004610061646,-74597.63355827332
2024-05-16 14:00:00,-929.9130859375,-1636.33203125,-6591.1025390625,-25422.60889530182,-67579.14730072021,20804.356749534607
2024-05-16 14:30:00,-2240.73583984375,-4703.23974609375,4434.2109375,21955.749649763107,44138.15362787247,57076.79514884949
2024-05-16 15:00:00,3704.7607421875,5008.6015625,2832.587890625,19037.6111536026,24425.725328445435,-68820.57419967651
2024-05-16 15:30:00,-251.10546875,198.166015625,-6846.974609375,-51104.48590660095,-55051.42638015747,699.4450597763062
2024-05-16 16:00:00,-4693.726806640625,-4066.5038452148438,2876.8046875,23902.68438768387,21594.753879606724,68230.86531829834
2024-05-16 16:30:00,4542.724609375,2612.32421875,4397.2470703125,41501.92601966858,24618.943738937378,-57983.43428707123
2024-05-16 17:00:00,1515.400390625,1032.3388671875,-6604.296875,-65844.28649902344,-30526.82063293457,-19452.624546051025
2024-05-16 17:30:00,-6443.400390625,-2034.24755859375,1108.25390625,11719.599205493927,5182.5406675338745,74367.10151290894
2024-05-16 18:00:00,3850.390625,382.091796875,5638.34814453125,61288.83774757385,9366.129326820374,-42894.53140449524
2024-05-16 18:30:00,3496.9287109375,397.64453125,-5880.857421875,-64694.89769935608,-3016.278902053833,-38205.32761383057
2024-05-16 19:00:00,-6774.78515625,687.111328125,-741.443359375,-7466.7194356918335,2273.1981394290924,75035.83502388
2024-05-16 19:30:00,2077.458984375,-789.483154296875,6465.314697265625,69234.73196411133,-16610.105126142502,-24669.717553138733
2024-05-16 20:00:00,4716.48291015625,-1533.735107421875,-4728.734375,-49268.48729610443,17338.16114449501,-54204.860750198364
2024-05-16 20:30:00,-5558.962890625,3100.203125,-2536.556640625,-23513.67186164856,14212.709045886993,70201.30808830261
2024-05-16 21:00:00,126.267578125,-480.671875,6817.857421875,61026.352169036865,-43917.90732192993,-4648.429521560669
2024-05-16 21:30:00,4509.803070068359,-4019.9892578125,-3231.357421875,-27058.738430142403,23538.84744167328,-66276.3724155426
2024-05-16 22:00:00,-3307.07421875,4340.5341796875,-4146.1767578125,-27641.878463745117,35760.09080505371,60237.09874725342
2024-05-16 22:30:00,-1036.1943359375,1081.57421875,6670.3134765625,39039.90539264679,-62482.47147369385,15714.71695137024
2024-05-16 23:00:00,2811.33935546875,-6063.9541015625,-1496.974609375,-8263.723388195038,14700.53825712204,-73517.9551486969
2024-05-16 23:30:00,-951.12109375,4042.23046875,-5452.890625,-16210.521030426025,57357.81768035889,45896.51784610748
2024-05-17 00:00:00,-791.018310546875,3119.353515625,6033.421875,11337.796072721481,-65804.92199134827,34932.754793167114
2024-05-17 00:30:00,185.503173828125,-6836.013671875,347.89453125,-1439.3272414207458,-3555.4822368621826,-75369.08783912659
2024-05-17 01:00:00,552.702392578125,2490.646484375,-6361.8544921875,7732.2519362568855,69226.75420188904,28232.408855438232
2024-05-17 01:30:00,864.785400390625,4637.5546875,4953.345703125,-11734.192052602768,-53712.27987194061,51600.47589111328
2024-05-17 02:00:00,-2409.675537109375,-6028.875,2167.298828125,-9800.109515666962,-21502.32811355591,-71677.28008842468
2024-05-17 02:30:00,630.583984375,498.72265625,-6806.97607421875,35745.42937374115,65522.33934593201,8534.215534210205
2024-05-17 03:00:00,3315.40576171875,4849.8387451171875,3509.275390625,-21938.493471622467,-32429.653423786163,64486.0596446991
2024-05-17 03:30:00,-4030.09765625,-3990.947265625,3826.6162109375,-29805.95623111725,-29510.026531219482,-62715.6405210495
2024-05-17 04:00:00,-664.4111328125,-942.6787109375,-6756.4404296875,57561.5356426239,46819.7046546936,-11772.09545993805
2024-05-17 04:30:00,5587.8134765625,3518.127685546875,1807.33203125,-16652.292610406876,-11909.531165599823,72633.35699653625
2024-05-17 05:00:00,-4147.912109375,-1576.2607421875,5204.36669921875,-52690.98221588135,-22229.484637260437,-49152.13098478317
2024-05-17 05:30:00,-2677.7841796875,-1090.087890625,-6214.16015625,65423.41493034363,19869.381838321686,-31228.649940490723
2024-05-17 06:00:00,6766.7509765625,1056.1162109375,-27.068359375,20.39387321472168,-1561.2234716415405,75438.0698337555
2024-05-17 06:30:00,-2874.00390625,220.680419921875,6199.787788391113,-68233.37005996704,-891.380274772644,-31991.66357448697
2024-05-17 07:00:00,-4434.95703125,235.49163818359375,-5219.33984375,57333.67725467682,-5253.533909499645,-48437.85583114624
2024-05-17 07:30:00,6385.162109375,-1645.7852783203125,-1859.341796875,19043.381816864014,-6199.618699789047,72703.59051132202
2024-05-17 08:00:00,-907.669921875,689.1044921875,6740.2255859375,-69132.40208435059,27207.146523952484,-12497.890493392944
2024-05-17 08:30:00,-5056.214111328125,2570.828125,-3843.931640625,37894.44875073433,-19384.289138317108,-62145.09681510925
2024-05-17 09:00:00,4622.609375,-3599.0458984375,-3554.9990234375,30354.29965019226,-23982.97775363922,64650.579151153564
2024-05-17 09:30:00,764.982421875,-296.14453125,6786.5498046875,-54119.741662979126,51800.05665874481,7907.131792068481
2024-05-17 10:00:00,-4134.235107421875,5005.0887451171875,-2187.185546875,16355.376777887344,-18141.94522511959,-71337.10155296326
2024-05-17 10:30:00,2226.677734375,-4136.322265625,-4990.7890625,27213.344400405884,-47227.05461883545,51892.4111328125
2024-05-17 11:00:00,1293.0986328125,-2222.685546875,6335.193359375,-28507.241044044495,63995.00002288818,27737.568531036377
2024-05-17 11:30:00,-1909.8759765625,6566.109375,-369.5546875,2691.485164165497,-3795.145553588867,-75312.21919059753
2024-05-17 12:00:00,194.00048828125,-3191.67578125,-6062.846435546875,9074.270919322968,-65718.46617126465,35371.609932780266
2024-05-17 12:30:00,326.58062744140625,-4160.2578125,5418.595703125,-1940.8305158615112,60038.598320007324,45547.281354904175
2024-05-17 13:00:00,826.1280517578125,6633.50390625,1475.49609375,3319.2512590885162,15674.452186584473,-73754.77541542053
2024-05-17 13:30:00,-653.366943359375,-1327.4140625,-6693.005859375,-18183.69357252121,-71052.21855735779,16298.288677215576
2024-05-17 14:00:00,-1833.0283203125,-5158.560546875,4103.75390625,15684.437292575836,42899.75509309769,60025.23638343811
2024-05-17 14:30:00,3067.78125,5205.44921875,3211.876953125,18301.23898077011,30017.644744873047,-66773.28624534607
2024-05-17 15:00:00,-18.693359375,508.67578125,-6835.509765625,-44741.32649517059,-60211.963428497314,-3940.7204084396362
2024-05-17 15:30:00,-4357.62712097168,-4655.512451171875,2487.8046875,18430.045627087355,21004.095477819443,70093.22072029114
2024-05-17 16:00:00,4022.1728515625,2899.455078125,4711.876953125,41305.653621673584,31154.778980255127,-54886.068059921265
